node_id,temperature,humidity,signal_strength,battery_level,packet_loss_rate,response_time,fault_type
19,27.36,63.75,-58.21,92.67,2.67,10.76,Normal
18,42.15,95.24,-80.38,55.77,90.2,971.48,Node_Failure
14,25.66,36.78,-49.11,56.66,0.03,24.75,Normal
18,33.19,64.58,-52.19,5.74,10.69,245.41,Battery_Drain
7,21.1,66.11,-91.62,44.44,59.45,234.62,Communication_Loss
4,24.9,53.88,-53.56,53.12,0.84,28.44,Normal
11,-2.57,99.47,-57.92,59.35,5.38,21.38,Data_Anomaly
11,26.06,51.58,-44.75,53.05,4.99,46.63,Normal
19,2.95,15.2,-71.7,48.66,95.9,508.2,Node_Failure
6,-6.09,92.04,-51.44,94.92,4.78,29.56,Data_Anomaly
11,32.99,56.21,-55.36,2.23,27.09,223.72,Battery_Drain
12,28.72,60.93,-57.0,67.45,2.83,26.39,Normal
18,23.23,49.15,-43.9,92.29,3.19,29.44,Normal
14,-18.52,1.56,-58.82,89.07,5.66,37.54,Data_Anomaly
15,28.2,55.2,-50.62,9.83,14.49,171.05,Battery_Drain
2,36.51,64.84,-59.7,7.87,26.59,240.81,Battery_Drain
17,-10.66,98.8,-44.93,50.77,9.36,23.41,Data_Anomaly
11,71.91,32.88,-78.43,23.0,95.95,887.1,Node_Failure
5,28.5,46.74,-62.19,4.62,24.49,198.35,Battery_Drain
10,27.37,40.35,-81.66,51.6,59.85,504.27,Communication_Loss
12,24.97,67.22,-73.1,17.85,89.05,659.59,Node_Failure
13,16.85,68.93,-79.23,78.95,87.23,885.63,Node_Failure
17,26.53,67.0,-43.92,80.63,4.16,17.7,Normal
7,-3.53,0.69,-45.43,73.2,9.49,40.15,Data_Anomaly
11,25.38,46.21,-53.46,12.75,14.66,162.93,Battery_Drain
12,31.35,50.8,-43.2,98.96,0.37,30.57,Normal
19,28.32,45.29,-40.72,55.38,4.93,22.8,Normal
1,33.33,38.88,-58.17,8.48,22.85,288.06,Battery_Drain
2,30.53,55.82,-47.34,86.13,2.99,33.14,Normal
2,25.53,64.41,-51.96,62.04,1.62,8.49,Normal
7,20.46,48.25,-40.53,55.84,2.43,18.14,Normal
15,35.97,44.57,-56.6,9.54,28.47,225.34,Battery_Drain
11,71.55,95.31,-41.32,46.27,7.3,26.17,Data_Anomaly
20,33.22,55.86,-57.78,75.94,1.96,29.05,Normal
14,25.06,63.22,-47.16,68.43,4.49,22.96,Normal
8,-5.17,92.26,-55.11,75.71,2.76,28.95,Data_Anomaly
14,35.1,48.39,-72.01,49.35,97.62,745.92,Node_Failure
13,58.03,40.89,-79.95,67.74,81.67,765.17,Node_Failure
2,-14.0,2.4,-47.09,98.27,9.11,18.65,Data_Anomaly
14,24.41,46.48,-45.83,77.25,4.28,15.03,Normal
1,34.11,63.75,-81.01,87.32,73.0,717.69,Communication_Loss
13,66.6,12.99,-74.16,37.47,80.47,530.04,Node_Failure
8,31.48,57.24,-82.91,91.92,60.55,458.34,Communication_Loss
13,28.93,55.58,-80.99,41.87,85.63,661.89,Communication_Loss
5,60.2,53.06,-83.53,48.61,92.82,831.16,Node_Failure
11,29.94,64.33,-51.32,68.27,3.58,31.21,Normal
1,23.6,56.84,-54.05,81.18,3.63,25.3,Normal
10,78.33,24.04,-77.8,68.54,96.04,545.15,Node_Failure
16,29.71,57.72,-59.49,50.48,1.46,30.53,Normal
7,-7.21,90.2,-58.99,86.93,5.02,33.83,Data_Anomaly
17,28.45,62.82,-46.56,73.68,1.01,17.59,Normal
8,22.25,49.53,-42.46,77.39,2.9,14.85,Normal
2,26.33,54.65,-92.43,40.44,55.0,773.71,Communication_Loss
19,26.1,68.82,-58.91,82.94,1.77,18.0,Normal
2,22.1,51.68,-57.47,82.94,1.13,24.58,Normal
3,42.93,85.4,-73.85,57.41,92.09,808.61,Node_Failure
19,-7.25,4.09,-56.31,68.21,6.78,25.86,Data_Anomaly
17,28.05,65.24,-47.06,98.57,3.09,37.1,Normal
5,36.0,97.96,-84.14,11.91,88.6,770.85,Node_Failure
14,67.17,97.84,-59.5,55.67,5.49,22.75,Data_Anomaly
7,33.69,54.08,-64.44,0.95,25.45,267.16,Battery_Drain
17,94.45,0.49,-44.21,42.43,8.21,26.33,Data_Anomaly
8,26.97,46.23,-54.95,72.96,0.55,26.95,Normal
12,31.62,58.83,-82.82,65.11,56.1,478.22,Communication_Loss
10,6.68,25.3,-75.56,26.03,90.22,957.62,Node_Failure
3,27.65,60.28,-41.56,95.79,4.46,22.98,Normal
12,37.28,64.21,-57.12,4.89,23.29,253.06,Battery_Drain
4,28.17,59.28,-58.47,79.26,4.11,32.2,Normal
17,-10.52,96.6,-56.71,65.54,0.36,28.56,Data_Anomaly
1,35.9,87.25,-87.38,52.76,93.57,828.09,Node_Failure
6,25.67,39.88,-44.42,54.04,0.86,29.51,Normal
19,84.19,92.92,-44.79,89.22,1.9,20.67,Data_Anomaly
9,26.77,66.69,-52.05,63.5,1.86,25.62,Normal
16,29.45,59.61,-85.52,91.59,56.67,349.83,Communication_Loss
7,30.15,60.78,-51.04,59.75,1.63,9.83,Normal
20,35.02,42.18,-50.59,8.48,12.62,181.22,Battery_Drain
20,24.4,56.56,-83.22,93.37,52.23,694.02,Communication_Loss
15,75.42,51.44,-70.6,47.29,95.87,871.01,Node_Failure
5,25.15,49.07,-88.43,68.79,84.68,351.24,Communication_Loss
3,21.91,56.63,-46.34,59.23,1.54,26.01,Normal
16,22.14,49.46,-83.04,95.79,86.96,621.78,Communication_Loss
16,79.95,60.21,-72.93,10.0,87.79,834.83,Node_Failure
17,24.3,96.96,-84.23,21.01,90.72,835.48,Node_Failure
8,26.67,54.66,-54.41,67.75,0.18,31.11,Normal
20,-12.21,91.46,-47.72,69.43,7.23,40.89,Data_Anomaly
17,17.72,38.05,-77.5,7.17,88.74,799.42,Node_Failure
20,26.1,50.55,-41.12,91.19,3.91,28.18,Normal
14,71.61,85.56,-85.63,9.35,98.5,990.83,Node_Failure
8,27.45,65.19,-48.91,96.91,4.88,30.88,Normal
16,32.17,48.39,-91.13,63.98,69.66,328.9,Communication_Loss
18,30.75,59.41,-48.36,91.68,1.32,33.62,Normal
17,94.5,96.29,-49.8,44.3,3.64,24.01,Data_Anomaly
14,26.51,46.98,-46.7,65.27,1.34,26.07,Normal
12,32.92,19.73,-87.31,50.07,89.86,687.33,Node_Failure
14,26.0,49.72,-44.39,53.69,2.7,25.93,Normal
6,59.69,91.17,-78.17,21.32,84.4,801.94,Node_Failure
8,29.96,54.13,-55.9,7.55,10.23,222.53,Battery_Drain
13,31.52,39.16,-48.31,53.45,4.18,27.31,Normal
10,31.35,50.48,-53.92,14.96,11.23,186.55,Battery_Drain
5,22.16,41.94,-95.0,93.96,53.27,778.55,Communication_Loss
1,23.92,65.85,-94.36,81.39,53.21,341.91,Communication_Loss
1,8.69,45.24,-87.49,23.37,82.67,554.56,Node_Failure
17,29.23,51.81,-88.67,64.35,86.83,248.34,Communication_Loss
9,36.85,51.64,-68.69,7.48,14.96,154.87,Battery_Drain
2,25.79,59.66,-76.24,94.17,86.39,738.99,Communication_Loss
16,29.73,45.43,-50.55,60.57,3.25,37.48,Normal
4,30.58,46.59,-54.19,75.0,4.08,25.49,Normal
13,30.15,49.39,-62.68,4.65,16.11,221.04,Battery_Drain
15,26.35,40.13,-40.96,71.86,2.76,14.65,Normal
11,78.66,93.23,-45.45,71.66,9.42,44.51,Data_Anomaly
6,21.93,57.87,-45.27,66.98,0.6,26.93,Normal
8,22.82,55.34,-41.56,52.71,3.44,16.99,Normal
17,22.04,56.98,-77.26,78.14,76.57,745.36,Communication_Loss
2,45.41,17.61,-80.03,73.87,91.17,627.56,Node_Failure
13,86.39,96.69,-49.58,62.23,9.65,28.43,Data_Anomaly
8,26.19,39.51,-46.46,66.02,4.2,21.5,Normal
6,36.53,53.68,-53.07,11.61,22.9,274.09,Battery_Drain
1,32.41,48.17,-80.25,56.69,88.44,792.84,Communication_Loss
9,29.58,55.09,-49.75,68.11,4.32,36.85,Normal
10,29.39,59.64,-56.5,82.6,3.03,22.77,Normal
5,27.65,44.56,-44.96,90.53,0.56,22.11,Normal
5,85.26,0.15,-42.39,54.13,2.64,31.82,Data_Anomaly
4,23.89,52.01,-86.27,76.09,87.67,575.5,Communication_Loss
15,30.8,42.83,-53.22,96.15,0.24,14.99,Normal
18,20.58,63.38,-82.21,57.46,73.69,660.99,Communication_Loss
13,16.96,60.56,-70.91,31.98,97.66,574.39,Node_Failure
11,27.9,43.26,-50.3,96.05,2.76,10.9,Normal
14,28.8,52.94,-51.37,88.68,2.52,24.28,Normal
20,94.51,99.61,-51.6,92.6,5.23,48.38,Data_Anomaly
9,21.23,50.31,-49.82,98.96,3.45,13.65,Normal
15,29.31,47.47,-57.28,11.0,20.69,114.79,Battery_Drain
19,32.36,54.24,-50.35,65.74,0.48,30.3,Normal
1,31.62,49.79,-55.86,5.57,19.88,229.3,Battery_Drain
17,26.07,48.81,-45.74,50.46,1.38,11.01,Normal
18,34.95,27.35,-71.12,33.31,93.16,611.96,Node_Failure
5,20.57,38.51,-88.96,40.9,94.8,756.87,Node_Failure
3,27.74,46.06,-50.25,10.22,16.1,165.82,Battery_Drain
5,26.14,49.15,-90.09,74.56,77.97,386.44,Communication_Loss
13,70.83,93.5,-57.01,70.55,9.28,25.1,Data_Anomaly
15,30.01,61.56,-48.24,66.12,1.55,29.59,Normal
2,98.97,1.12,-56.26,81.92,5.47,30.76,Data_Anomaly
15,28.12,62.03,-52.29,84.22,0.95,28.95,Normal
2,29.66,47.84,-53.58,2.44,25.6,235.01,Battery_Drain
2,42.67,75.99,-81.25,8.1,93.63,722.06,Node_Failure
11,24.11,55.53,-57.29,90.68,4.65,24.33,Normal
11,77.18,3.18,-53.58,40.07,0.64,42.98,Data_Anomaly
17,54.59,14.0,-71.46,49.28,97.19,947.62,Node_Failure
3,96.98,5.05,-44.89,69.81,5.94,32.94,Data_Anomaly
10,92.19,1.44,-49.81,96.76,5.22,32.97,Data_Anomaly
7,28.52,58.4,-43.59,70.82,3.65,23.22,Normal
15,36.87,51.99,-52.48,1.34,28.3,285.1,Battery_Drain
6,33.11,61.91,-52.56,10.78,10.48,168.28,Battery_Drain
11,33.32,41.96,-68.24,14.51,15.3,238.09,Battery_Drain
5,35.81,53.81,-64.76,7.3,18.09,265.31,Battery_Drain
10,25.7,45.56,-94.48,59.63,66.83,491.49,Communication_Loss
7,27.69,53.75,-87.42,99.38,88.67,313.81,Communication_Loss
7,72.1,18.35,-86.08,35.65,83.38,680.2,Node_Failure
1,28.2,51.03,-43.63,99.67,4.9,35.39,Normal
3,27.25,55.32,-53.81,77.62,4.94,20.92,Normal
20,36.89,69.77,-55.08,2.0,14.01,237.72,Battery_Drain
15,29.93,40.76,-76.39,57.12,68.83,312.34,Communication_Loss
5,27.22,59.63,-42.8,76.06,3.54,16.53,Normal
13,23.79,62.5,-85.06,41.67,63.57,513.52,Communication_Loss
14,25.17,59.49,-61.5,3.11,22.66,185.12,Battery_Drain
12,-11.38,3.93,-45.74,93.53,3.32,42.15,Data_Anomaly
10,79.4,2.48,-48.16,81.82,8.6,28.85,Data_Anomaly
5,25.58,62.21,-94.31,46.6,79.84,357.24,Communication_Loss
1,29.06,53.88,-53.6,59.17,1.83,34.81,Normal
20,24.25,49.48,-52.01,5.38,19.61,280.9,Battery_Drain
2,29.39,57.91,-42.05,96.57,3.73,16.24,Normal
10,27.62,53.64,-77.3,46.05,88.68,519.85,Communication_Loss
16,72.1,44.15,-73.71,10.98,95.76,745.12,Node_Failure
6,25.87,11.98,-79.09,21.97,96.43,521.45,Node_Failure
11,-9.39,4.1,-46.17,91.52,3.28,39.43,Data_Anomaly
11,72.41,95.33,-46.42,44.04,2.09,55.45,Data_Anomaly
17,27.4,62.53,-59.6,99.62,2.46,43.57,Normal
11,-19.32,0.68,-41.05,73.9,3.97,28.45,Data_Anomaly
10,-3.42,1.36,-51.4,40.4,8.08,30.28,Data_Anomaly
9,32.29,18.22,-77.73,22.72,82.11,525.09,Node_Failure
2,62.61,12.78,-71.69,49.07,80.55,981.49,Node_Failure
5,22.02,65.02,-42.81,86.72,4.62,30.71,Normal
18,23.97,47.62,-43.32,57.39,3.08,23.59,Normal
12,28.76,50.55,-40.16,84.04,4.63,23.38,Normal
17,-10.27,2.22,-40.16,45.31,5.19,33.59,Data_Anomaly
10,32.14,52.64,-79.21,55.57,82.66,359.38,Communication_Loss
15,41.54,13.76,-81.4,49.84,81.24,699.37,Node_Failure
2,-18.0,1.44,-43.23,55.87,0.32,22.09,Data_Anomaly
6,91.71,94.82,-53.29,99.59,9.86,34.87,Data_Anomaly
5,27.21,45.97,-55.7,63.42,2.55,23.94,Normal
8,21.36,57.38,-50.32,96.0,2.5,20.91,Normal
10,33.26,59.0,-68.11,9.3,20.27,122.78,Battery_Drain
16,33.23,77.51,-52.56,56.84,2.25,21.23,Normal
8,29.56,47.59,-80.54,73.12,59.64,352.22,Communication_Loss
8,25.5,63.11,-55.33,91.63,4.45,21.95,Normal
8,29.01,62.82,-45.25,86.58,4.32,37.52,Normal
11,-8.65,4.37,-47.68,62.62,5.65,32.29,Data_Anomaly
9,28.75,55.29,-51.54,95.99,3.21,22.92,Normal
5,29.24,42.9,-78.77,54.04,66.4,445.04,Communication_Loss
9,31.0,65.19,-75.91,53.83,50.24,559.33,Communication_Loss
5,26.82,38.94,-56.68,72.03,4.71,21.36,Normal
15,21.84,59.1,-82.83,52.78,77.58,323.45,Communication_Loss
16,24.78,52.02,-44.29,98.85,4.78,46.29,Normal
19,32.58,40.44,-54.11,65.13,2.12,29.48,Normal
2,28.46,65.18,-58.05,70.97,2.62,35.9,Normal
4,30.67,37.84,-57.11,11.27,16.54,217.27,Battery_Drain
18,29.49,53.93,-48.53,98.27,0.52,6.21,Normal
10,33.83,47.21,-51.24,4.65,16.93,218.77,Battery_Drain
12,-8.89,98.37,-41.53,85.48,0.84,47.87,Data_Anomaly
13,26.17,57.29,-51.48,98.6,4.13,25.17,Normal
15,35.89,54.17,-57.04,9.13,11.41,112.99,Battery_Drain
4,37.15,56.82,-80.94,73.92,85.69,830.67,Node_Failure
20,28.84,52.73,-56.47,11.64,15.39,112.0,Battery_Drain
13,26.6,57.42,-51.97,63.22,2.86,33.89,Normal
7,23.16,38.89,-94.2,91.7,89.82,753.93,Communication_Loss
20,30.24,49.33,-53.72,98.94,3.79,25.11,Normal
20,40.4,18.53,-76.31,36.4,81.84,818.52,Node_Failure
9,26.93,56.59,-91.46,48.89,72.96,419.91,Communication_Loss
14,88.37,96.07,-53.7,41.29,8.11,59.34,Data_Anomaly
15,30.34,74.17,-66.47,12.05,15.46,264.1,Battery_Drain
14,23.54,74.3,-47.06,73.31,3.22,31.95,Normal
13,36.51,61.3,-68.25,14.15,25.73,140.19,Battery_Drain
15,29.16,47.75,-48.69,71.21,2.31,22.04,Normal
16,31.02,54.74,-67.67,10.96,17.38,166.89,Battery_Drain
6,31.15,51.89,-92.99,78.18,78.1,739.46,Communication_Loss
1,76.32,92.87,-76.91,54.33,84.94,914.31,Node_Failure
4,-11.89,1.89,-49.38,85.89,0.79,42.25,Data_Anomaly
14,30.38,70.57,-87.65,65.54,69.28,291.26,Communication_Loss
2,25.92,50.74,-59.55,67.63,3.46,26.33,Normal
12,-8.81,1.48,-46.76,49.26,5.0,27.22,Data_Anomaly
12,24.36,60.48,-58.54,80.19,4.97,7.34,Normal
13,32.29,52.12,-40.97,68.19,3.92,20.75,Normal
15,-18.39,0.81,-43.86,68.43,4.85,32.39,Data_Anomaly
15,26.02,50.68,-52.97,64.57,3.34,21.45,Normal
4,71.77,19.28,-88.26,52.04,87.88,581.45,Node_Failure
13,23.56,68.39,-53.73,54.53,1.74,25.74,Normal
18,25.03,63.61,-91.39,56.77,63.31,534.16,Communication_Loss
17,30.85,60.52,-45.51,89.66,1.17,13.96,Normal
17,28.05,42.38,-45.7,59.6,3.17,21.39,Normal
13,25.87,51.7,-75.43,42.72,68.71,455.05,Communication_Loss
17,37.07,38.94,-52.15,14.91,29.39,243.57,Battery_Drain
20,30.03,40.36,-63.12,10.78,14.27,231.74,Battery_Drain
7,69.47,92.38,-44.66,47.61,8.7,34.89,Data_Anomaly
19,27.66,58.87,-46.47,73.57,4.58,21.29,Normal
3,-13.39,98.84,-46.97,66.45,3.98,16.08,Data_Anomaly
16,25.51,53.04,-52.92,77.66,2.18,34.11,Normal
15,70.66,58.76,-76.41,27.07,88.83,903.41,Node_Failure
7,29.25,52.51,-56.06,71.98,3.75,16.3,Normal
16,32.94,60.28,-44.56,96.33,4.93,27.91,Normal
17,98.11,99.15,-59.35,61.55,8.48,22.53,Data_Anomaly
2,24.16,72.73,-49.06,89.94,3.76,16.54,Normal
18,32.37,50.46,-56.32,91.14,1.08,25.61,Normal
1,30.6,57.84,-49.06,93.8,3.2,15.13,Normal
4,25.03,56.24,-42.2,65.28,0.69,26.97,Normal
15,30.52,71.53,-75.41,58.74,88.25,289.24,Communication_Loss
16,37.64,68.36,-51.88,7.01,11.36,141.91,Battery_Drain
4,26.74,64.94,-48.96,80.39,0.15,25.09,Normal
3,23.75,50.63,-84.46,81.21,69.64,596.36,Communication_Loss
7,28.03,58.83,-87.73,89.3,88.64,336.19,Communication_Loss
4,23.28,49.12,-80.24,84.16,61.06,723.54,Communication_Loss
19,26.55,54.47,-73.73,32.98,89.31,842.49,Node_Failure
2,3.49,44.93,-77.28,5.63,91.94,528.1,Node_Failure
2,24.7,66.15,-48.5,63.52,0.86,16.83,Normal
12,-13.37,94.77,-45.32,68.15,6.45,26.6,Data_Anomaly
15,24.86,73.85,-76.78,84.38,76.9,512.06,Communication_Loss
12,25.19,47.56,-85.71,90.83,87.51,455.49,Communication_Loss
18,66.02,86.85,-78.61,70.02,90.2,803.53,Node_Failure
19,25.98,57.6,-46.52,67.87,4.08,8.67,Normal
20,27.38,53.89,-51.23,4.11,14.36,142.82,Battery_Drain
6,74.1,96.46,-46.95,99.38,2.04,31.54,Data_Anomaly
12,41.79,64.2,-72.44,35.72,88.37,763.59,Node_Failure
14,26.7,50.16,-43.28,59.02,0.73,6.98,Normal
1,32.15,41.6,-59.19,13.28,27.53,189.1,Battery_Drain
1,24.78,44.84,-58.8,94.85,2.67,28.31,Normal
7,88.36,1.69,-54.47,61.75,1.28,24.39,Data_Anomaly
14,27.9,56.09,-89.15,81.34,50.01,235.81,Communication_Loss
17,26.73,50.5,-88.88,80.55,55.41,379.98,Communication_Loss
9,25.36,57.92,-44.18,70.63,2.5,32.15,Normal
10,45.56,15.88,-79.65,34.68,89.59,598.55,Node_Failure
15,30.59,61.77,-56.37,1.76,24.88,133.0,Battery_Drain
19,28.96,47.34,-77.63,46.05,59.55,214.45,Communication_Loss
20,39.85,42.57,-89.77,47.6,82.49,882.32,Node_Failure
9,74.94,95.51,-47.8,89.02,3.58,37.38,Data_Anomaly
19,29.76,47.49,-64.56,2.5,13.68,107.3,Battery_Drain
11,30.33,37.18,-48.95,61.93,3.18,24.07,Normal
4,45.17,36.44,-77.16,7.12,87.4,766.31,Node_Failure
18,74.83,95.62,-40.28,49.21,0.34,26.01,Data_Anomaly
3,28.62,19.38,-82.61,69.04,94.77,667.32,Node_Failure
6,-16.12,97.02,-55.35,43.52,6.53,46.67,Data_Anomaly
17,-12.73,90.3,-49.42,41.19,0.6,39.58,Data_Anomaly
19,27.02,60.3,-57.4,93.04,3.32,15.16,Normal
6,20.35,54.18,-80.69,72.29,87.32,343.18,Communication_Loss
11,36.24,49.88,-68.94,11.39,26.28,204.32,Battery_Drain
20,31.2,78.37,-54.29,99.86,1.37,24.4,Normal
2,30.74,49.66,-53.2,9.5,13.33,165.11,Battery_Drain
5,83.59,2.09,-59.57,48.82,9.76,34.81,Data_Anomaly
2,80.91,3.29,-51.32,73.17,7.83,25.48,Data_Anomaly
13,74.05,89.84,-46.4,61.75,6.84,30.68,Data_Anomaly
18,24.24,64.64,-57.56,91.48,1.26,40.63,Normal
20,65.09,83.93,-75.5,23.54,94.4,623.27,Node_Failure
17,-1.56,1.89,-53.34,56.01,4.75,15.4,Data_Anomaly
14,27.58,37.4,-56.62,90.31,0.73,38.41,Normal
4,1.77,28.12,-83.38,57.46,90.76,929.22,Node_Failure
5,25.02,57.33,-83.41,79.55,84.24,639.14,Communication_Loss
6,23.01,45.14,-88.91,78.61,67.3,679.25,Communication_Loss
19,35.8,48.25,-52.09,5.39,15.75,170.36,Battery_Drain
7,22.77,59.15,-57.5,98.92,2.27,13.93,Normal
20,33.1,49.41,-64.68,11.79,29.14,280.3,Battery_Drain
13,26.34,60.65,-49.58,99.42,2.52,17.09,Normal
18,26.74,46.78,-52.26,98.32,0.42,16.24,Normal
12,25.1,61.15,-59.52,7.4,15.02,158.66,Battery_Drain
11,48.67,64.59,-75.01,44.05,90.21,815.65,Node_Failure
4,32.12,47.54,-52.43,60.0,4.36,26.63,Normal
11,27.51,57.07,-44.54,80.65,2.63,31.07,Normal
2,-18.43,1.21,-57.99,88.78,9.97,28.66,Data_Anomaly
4,27.08,59.02,-50.44,57.26,3.43,20.86,Normal
8,30.29,50.1,-41.57,63.05,4.15,18.18,Normal
8,25.83,58.22,-58.34,8.65,11.54,250.74,Battery_Drain
15,35.69,49.54,-56.7,5.0,13.45,200.07,Battery_Drain
5,26.42,55.55,-50.74,99.44,2.95,13.32,Normal
5,24.77,57.98,-43.22,79.82,4.69,27.29,Normal
10,26.95,59.46,-59.68,52.38,2.75,29.92,Normal
10,-9.59,96.35,-43.92,50.61,2.61,23.97,Data_Anomaly
19,66.07,0.67,-77.11,54.82,93.21,760.3,Node_Failure
19,33.59,70.97,-56.25,13.12,23.3,212.4,Battery_Drain
7,30.04,59.63,-56.29,86.72,2.96,33.7,Normal
15,72.92,2.75,-58.97,59.27,6.21,34.94,Data_Anomaly
11,27.0,58.11,-43.97,75.69,4.8,10.8,Normal
7,32.93,56.52,-67.91,14.25,13.65,182.87,Battery_Drain
11,28.31,50.7,-55.63,12.43,16.28,155.7,Battery_Drain
15,21.68,56.22,-45.99,70.59,1.58,24.67,Normal
13,23.18,50.31,-48.81,56.72,1.0,17.4,Normal
20,28.78,49.16,-79.55,98.8,55.58,625.65,Communication_Loss
4,30.46,32.88,-87.47,21.99,84.65,992.6,Node_Failure
4,25.53,60.52,-57.09,67.95,2.0,28.63,Normal
2,38.17,79.63,-83.19,72.97,90.9,732.71,Node_Failure
3,32.61,48.63,-60.08,5.02,23.15,136.46,Battery_Drain
11,26.8,46.24,-49.03,93.99,4.09,41.91,Normal
1,45.47,27.71,-79.45,29.27,95.81,945.64,Node_Failure
17,25.52,52.08,-59.42,75.62,3.27,7.12,Normal
10,26.27,64.36,-48.44,92.36,4.13,22.25,Normal
19,26.12,44.59,-49.9,67.74,3.48,25.35,Normal
8,27.04,51.38,-89.19,91.09,54.05,329.93,Communication_Loss
5,26.49,49.19,-41.39,65.33,4.22,37.88,Normal
17,28.04,60.12,-56.91,80.39,3.14,24.41,Normal
5,25.41,39.61,-68.28,5.64,21.37,240.65,Battery_Drain
13,85.92,0.2,-53.94,66.13,8.96,21.37,Data_Anomaly
7,23.76,60.94,-58.88,84.21,3.13,15.69,Normal
17,32.64,60.48,-65.9,10.09,12.74,104.56,Battery_Drain
11,29.98,57.56,-40.87,90.0,3.84,31.39,Normal
10,61.57,58.38,-71.7,32.36,99.65,787.91,Node_Failure
19,27.62,65.97,-58.72,84.67,0.3,21.64,Normal
9,27.48,56.22,-44.41,96.47,0.34,16.65,Normal
15,27.15,72.81,-41.24,95.11,4.94,26.15,Normal
7,28.13,44.54,-91.25,46.97,52.01,652.46,Communication_Loss
3,19.17,68.09,-44.56,75.15,0.99,34.16,Normal
17,50.82,84.11,-71.8,39.69,81.77,898.53,Node_Failure
1,71.39,4.01,-41.65,56.36,9.08,41.17,Data_Anomaly
9,66.54,85.96,-74.25,68.57,95.02,968.74,Node_Failure
5,32.15,59.42,-85.02,54.03,59.08,478.95,Communication_Loss
4,25.94,59.82,-86.43,67.38,56.28,448.84,Communication_Loss
19,21.92,47.25,-53.32,60.62,3.09,10.64,Normal
5,25.69,46.42,-56.41,54.18,2.23,34.12,Normal
10,22.28,61.84,-57.07,12.19,20.43,243.59,Battery_Drain
15,28.16,50.89,-94.77,77.96,68.08,235.89,Communication_Loss
20,-11.65,92.07,-58.03,46.03,2.62,29.52,Data_Anomaly
11,76.45,93.19,-49.13,99.95,8.87,13.59,Data_Anomaly
20,25.88,53.9,-42.64,97.98,4.72,27.86,Normal
15,-6.66,93.36,-48.52,66.45,4.63,49.91,Data_Anomaly
4,25.51,61.83,-49.9,62.01,1.92,22.12,Normal
8,21.88,52.98,-53.4,85.28,0.05,34.15,Normal
4,23.54,49.25,-45.4,58.98,2.66,13.73,Normal
15,23.16,36.49,-43.4,58.87,1.1,33.28,Normal
20,23.04,60.5,-89.4,57.6,55.61,618.37,Communication_Loss
14,25.07,66.19,-81.69,86.71,68.65,749.64,Communication_Loss
7,30.17,58.85,-94.72,77.74,88.95,338.81,Communication_Loss
11,31.88,55.26,-54.15,67.77,2.61,31.52,Normal
16,27.3,45.75,-47.81,59.31,4.47,16.84,Normal
9,21.01,55.79,-53.28,94.66,2.8,19.62,Normal
2,69.09,52.54,-80.59,58.89,84.28,894.75,Node_Failure
13,25.9,53.46,-42.12,92.72,4.85,32.62,Normal
9,65.21,59.68,-89.56,32.7,84.58,669.39,Node_Failure
1,27.43,64.08,-44.18,85.98,4.44,29.27,Normal
19,98.44,98.04,-46.48,69.53,8.95,26.95,Data_Anomaly
12,39.11,93.12,-88.43,67.29,95.18,859.99,Node_Failure
2,44.0,15.84,-88.71,32.46,98.66,764.87,Node_Failure
3,30.64,55.28,-80.43,85.06,59.04,260.06,Communication_Loss
7,34.94,53.83,-87.84,57.19,94.69,505.73,Node_Failure
3,26.63,54.03,-83.79,82.8,77.07,209.92,Communication_Loss
6,19.21,43.99,-73.36,60.26,96.99,960.38,Node_Failure
3,28.88,62.77,-47.67,63.79,2.23,13.11,Normal
9,10.8,0.17,-88.46,39.7,94.14,790.38,Node_Failure
7,29.94,55.0,-43.61,62.65,4.55,19.89,Normal
6,50.93,21.1,-71.37,53.19,97.55,664.66,Node_Failure
5,29.62,44.35,-40.73,59.25,4.03,17.48,Normal
14,29.69,58.8,-61.62,6.29,12.07,188.61,Battery_Drain
4,2.55,58.94,-75.13,62.07,94.32,863.23,Node_Failure
17,29.79,68.0,-51.19,11.5,29.36,285.86,Battery_Drain
8,81.96,1.27,-40.21,69.77,8.64,34.05,Data_Anomaly
6,3.69,47.14,-73.13,74.85,93.17,913.2,Node_Failure
19,36.66,64.37,-63.61,0.31,13.84,216.89,Battery_Drain
14,24.51,90.42,-74.05,57.91,91.78,984.74,Node_Failure
8,24.53,53.49,-40.27,51.08,3.36,21.19,Normal
18,26.07,49.02,-58.12,78.2,1.82,28.34,Normal
13,30.54,58.77,-51.75,2.09,13.53,150.43,Battery_Drain
19,95.71,96.15,-41.28,78.26,9.8,19.18,Data_Anomaly
11,26.93,70.98,-80.85,85.9,82.15,700.99,Communication_Loss
20,25.97,48.14,-78.87,45.18,71.63,715.04,Communication_Loss
16,26.68,59.33,-59.45,11.7,14.93,178.67,Battery_Drain
6,45.59,66.85,-86.61,23.1,95.12,583.82,Node_Failure
19,39.45,79.76,-76.72,59.74,86.15,631.64,Node_Failure
2,28.64,61.38,-56.32,4.4,11.79,185.06,Battery_Drain
8,40.17,91.14,-74.63,78.79,89.53,542.16,Node_Failure
3,26.91,65.11,-40.69,50.22,4.09,34.67,Normal
11,30.02,52.14,-80.34,87.49,88.19,673.74,Communication_Loss
18,34.5,59.04,-61.1,11.31,24.28,105.32,Battery_Drain
